0	0	0.32
0	1	0.368
0	2	0.398
0	3	0.425
0	4	0.421
0	5	0.436
0	6	0.426
0	7	0.442
0	8	0.445
0	9	0.446
0	10	0.452
0	11	0.483
0	12	0.514
0	13	0.536
0	14	0.486
0	15	0.412
0	16	0.378
0	17	0.404
0	18	0.418
0	19	0.393
0	20	0.342
0	21	0.387
0	22	0.397
0	23	0.374
0	24	0.414
0	25	0.441
0	26	0.473
0	27	0.493
0	28	0.476
0	29	0.483
0	30	0.504
0	31	0.527
0	32	0.495
0	33	0.512
0	34	0.531
0	35	0.579
0	36	0.553
0	37	0.576
0	38	0.395
0	39	0.374
0	40	0.357
0	41	0.357
0	42	0.357
0	43	0.357
0	44	0.357
0	45	0.357
0	46	0.357
0	47	0.357
0	48	0.388
0	49	0.401
1	0	0.408
1	1	0.333
1	2	0.398
1	3	0.454
1	4	0.497
1	5	0.48
1	6	0.446
1	7	0.437
1	8	0.468
1	9	0.461
1	10	0.446
1	11	0.457
1	12	0.486
1	13	0.497
1	14	0.512
1	15	0.463
1	16	0.397
1	17	0.366
1	18	0.392
1	19	0.412
1	20	0.401
1	21	0.34
1	22	0.381
1	23	0.376
1	24	0.382
1	25	0.42
1	26	0.435
1	27	0.451
1	28	0.476
1	29	0.473
1	30	0.475
1	31	0.495
1	32	0.502
1	33	0.48
1	34	0.501
1	35	0.541
1	36	0.571
1	37	0.521
1	38	0.535
1	39	0.391
1	40	0.361
1	41	0.357
1	42	0.357
1	43	0.357
1	44	0.357
1	45	0.357
1	46	0.357
1	47	0.357
1	48	0.357
1	49	0.389
2	0	0.397
2	1	0.42
2	2	0.35
2	3	0.4
2	4	0.462
2	5	0.501
2	6	0.498
2	7	0.485
2	8	0.459
2	9	0.489
2	10	0.47
2	11	0.445
2	12	0.458
2	13	0.472
2	14	0.487
2	15	0.469
2	16	0.422
2	17	0.383
2	18	0.366
2	19	0.385
2	20	0.408
2	21	0.419
2	22	0.333
2	23	0.381
2	24	0.365
2	25	0.403
2	26	0.424
2	27	0.434
2	28	0.451
2	29	0.484
2	30	0.469
2	31	0.463
2	32	0.479
2	33	0.473
2	34	0.473
2	35	0.491
2	36	0.539
2	37	0.572
2	38	0.488
2	39	0.514
2	40	0.398
2	41	0.36
2	42	0.357
2	43	0.357
2	44	0.381
2	45	0.357
2	46	0.357
2	47	0.357
2	48	0.357
2	49	0.38
3	0	0.396
3	1	0.393
3	2	0.425
3	3	0.362
3	4	0.394
3	5	0.431
3	6	0.459
3	7	0.506
3	8	0.487
3	9	0.458
3	10	0.487
3	11	0.474
3	12	0.45
3	13	0.466
3	14	0.454
3	15	0.464
3	16	0.458
3	17	0.413
3	18	0.369
3	19	0.363
3	20	0.38
3	21	0.408
3	22	0.435
3	23	0.331
3	24	0.364
3	25	0.37
3	26	0.415
3	27	0.432
3	28	0.435
3	29	0.447
3	30	0.497
3	31	0.475
3	32	0.454
3	33	0.465
3	34	0.459
3	35	0.467
3	36	0.481
3	37	0.523
3	38	0.561
3	39	0.48
3	40	0.492
3	41	0.413
3	42	0.357
3	43	0.357
3	44	0.357
3	45	0.369
3	46	0.357
3	47	0.357
3	48	0.357
3	49	0.363
4	0	0.397
4	1	0.402
4	2	0.393
4	3	0.422
4	4	0.373
4	5	0.388
4	6	0.403
4	7	0.425
4	8	0.456
4	9	0.45
4	10	0.443
4	11	0.477
4	12	0.479
4	13	0.447
4	14	0.452
4	15	0.444
4	16	0.44
4	17	0.434
4	18	0.421
4	19	0.37
4	20	0.356
4	21	0.38
4	22	0.413
4	23	0.431
4	24	0.343
4	25	0.342
4	26	0.374
4	27	0.432
4	28	0.436
4	29	0.436
4	30	0.455
4	31	0.502
4	32	0.478
4	33	0.453
4	34	0.456
4	35	0.452
4	36	0.464
4	37	0.484
4	38	0.522
4	39	0.535
4	40	0.471
4	41	0.466
4	42	0.429
4	43	0.357
4	44	0.357
4	45	0.357
4	46	0.357
4	47	0.357
4	48	0.357
4	49	0.357
5	0	0.376
5	1	0.414
5	2	0.41
5	3	0.397
5	4	0.423
5	5	0.375
5	6	0.38
5	7	0.388
5	8	0.409
5	9	0.426
5	10	0.43
5	11	0.424
5	12	0.471
5	13	0.479
5	14	0.438
5	15	0.439
5	16	0.438
5	17	0.43
5	18	0.423
5	19	0.412
5	20	0.37
5	21	0.358
5	22	0.369
5	23	0.412
5	24	0.408
5	25	0.313
5	26	0.365
5	27	0.406
5	28	0.457
5	29	0.435
5	30	0.44
5	31	0.476
5	32	0.516
5	33	0.481
5	34	0.445
5	35	0.448
5	36	0.46
5	37	0.488
5	38	0.495
5	39	0.506
5	40	0.503
5	41	0.439
5	42	0.442
5	43	0.405
5	44	0.357
5	45	0.357
5	46	0.357
5	47	0.357
5	48	0.357
5	49	0.357
6	0	0.357
6	1	0.39
6	2	0.432
6	3	0.405
6	4	0.399
6	5	0.421
6	6	0.372
6	7	0.377
6	8	0.384
6	9	0.394
6	10	0.408
6	11	0.411
6	12	0.423
6	13	0.471
6	14	0.472
6	15	0.434
6	16	0.429
6	17	0.429
6	18	0.429
6	19	0.419
6	20	0.408
6	21	0.37
6	22	0.356
6	23	0.366
6	24	0.4
6	25	0.372
6	26	0.302
6	27	0.344
6	28	0.445
6	29	0.477
6	30	0.434
6	31	0.444
6	32	0.49
6	33	0.52
6	34	0.481
6	35	0.438
6	36	0.438
6	37	0.484
6	38	0.504
6	39	0.496
6	40	0.487
6	41	0.455
6	42	0.415
6	43	0.425
6	44	0.379
6	45	0.357
6	46	0.357
6	47	0.357
6	48	0.357
6	49	0.357
7	0	0.357
7	1	0.367
7	2	0.407
7	3	0.439
7	4	0.398
7	5	0.403
7	6	0.426
7	7	0.369
7	8	0.367
7	9	0.385
7	10	0.388
7	11	0.4
7	12	0.407
7	13	0.43
7	14	0.469
7	15	0.446
7	16	0.427
7	17	0.424
7	18	0.422
7	19	0.422
7	20	0.415
7	21	0.4
7	22	0.37
7	23	0.354
7	24	0.363
7	25	0.383
7	26	0.347
7	27	0.3
7	28	0.356
7	29	0.472
7	30	0.494
7	31	0.435
7	32	0.447
7	33	0.487
7	34	0.508
7	35	0.455
7	36	0.431
7	37	0.441
7	38	0.523
7	39	0.52
7	40	0.499
7	41	0.457
7	42	0.421
7	43	0.41
7	44	0.408
7	45	0.37
7	46	0.357
7	47	0.357
7	48	0.357
7	49	0.357
8	0	0.357
8	1	0.357
8	2	0.377
8	3	0.431
8	4	0.435
8	5	0.407
8	6	0.41
8	7	0.429
8	8	0.357
8	9	0.359
8	10	0.384
8	11	0.389
8	12	0.405
8	13	0.417
8	14	0.435
8	15	0.465
8	16	0.444
8	17	0.422
8	18	0.422
8	19	0.42
8	20	0.419
8	21	0.408
8	22	0.389
8	23	0.373
8	24	0.353
8	25	0.361
8	26	0.369
8	27	0.325
8	28	0.306
8	29	0.398
8	30	0.497
8	31	0.493
8	32	0.439
8	33	0.451
8	34	0.465
8	35	0.464
8	36	0.427
8	37	0.428
8	38	0.456
8	39	0.554
8	40	0.535
8	41	0.512
8	42	0.432
8	43	0.423
8	44	0.404
8	45	0.397
8	46	0.361
8	47	0.357
8	48	0.357
8	49	0.357
9	0	0.357
9	1	0.357
9	2	0.357
9	3	0.396
9	4	0.432
9	5	0.449
9	6	0.412
9	7	0.414
9	8	0.428
9	9	0.334
9	10	0.356
9	11	0.381
9	12	0.405
9	13	0.415
9	14	0.422
9	15	0.44
9	16	0.463
9	17	0.451
9	18	0.42
9	19	0.422
9	20	0.423
9	21	0.42
9	22	0.406
9	23	0.385
9	24	0.372
9	25	0.349
9	26	0.359
9	27	0.354
9	28	0.295
9	29	0.329
9	30	0.444
9	31	0.51
9	32	0.474
9	33	0.434
9	34	0.454
9	35	0.456
9	36	0.432
9	37	0.413
9	38	0.433
9	39	0.472
9	40	0.537
9	41	0.542
9	42	0.479
9	43	0.424
9	44	0.421
9	45	0.397
9	46	0.391
9	47	0.357
9	48	0.357
9	49	0.357
10	0	0.357
10	1	0.357
10	2	0.357
10	3	0.357
10	4	0.413
10	5	0.429
10	6	0.48
10	7	0.409
10	8	0.428
10	9	0.427
10	10	0.326
10	11	0.35
10	12	0.385
10	13	0.408
10	14	0.417
10	15	0.424
10	16	0.444
10	17	0.462
10	18	0.453
10	19	0.421
10	20	0.426
10	21	0.428
10	22	0.423
10	23	0.406
10	24	0.386
10	25	0.369
10	26	0.344
10	27	0.355
10	28	0.331
10	29	0.294
10	30	0.36
10	31	0.463
10	32	0.494
10	33	0.456
10	34	0.432
10	35	0.443
10	36	0.445
10	37	0.425
10	38	0.409
10	39	0.436
10	40	0.473
10	41	0.507
10	42	0.53
10	43	0.44
10	44	0.426
10	45	0.419
10	46	0.4
10	47	0.383
10	48	0.357
10	49	0.357
11	0	0.357
11	1	0.357
11	2	0.357
11	3	0.357
11	4	0.357
11	5	0.407
11	6	0.452
11	7	0.489
11	8	0.41
11	9	0.429
11	10	0.425
11	11	0.323
11	12	0.346
11	13	0.387
11	14	0.395
11	15	0.411
11	16	0.426
11	17	0.449
11	18	0.45
11	19	0.444
11	20	0.424
11	21	0.436
11	22	0.437
11	23	0.427
11	24	0.408
11	25	0.386
11	26	0.365
11	27	0.343
11	28	0.346
11	29	0.313
11	30	0.298
11	31	0.395
11	32	0.473
11	33	0.477
11	34	0.443
11	35	0.429
11	36	0.439
11	37	0.442
11	38	0.409
11	39	0.426
11	40	0.441
11	41	0.464
11	42	0.484
11	43	0.503
11	44	0.424
11	45	0.425
