0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0.0714286	1	1
0.0714286	1	1
0.0714286	1	1
0.0714286	1	1
0.0714286	1	1
0.0714286	1	1
0.0714286	1	1
0.0714286	1	1
0.0714286	1	1
0.0714286	1	1
0.0714286	1	1
0.0714286	1	1
0.0714286	1	1
0.0714286	1	1
0.0714286	1	1
0.142857	1	1
0.142857	1	1
0.142857	1	1
0.142857	1	1
0.142857	1	1
0.142857	1	1
0.142857	1	1
0.142857	1	1
0.142857	1	1
0.142857	1	1
0.142857	1	1
0.142857	1	1
0.142857	1	1
0.142857	1	1
0.142857	1	1
0.214286	1	1
0.214286	1	1
0.214286	1	1
0.214286	1	1
0.214286	1	1
0.214286	1	1
0.214286	1	1
0.214286	1	1
0.214286	1	1
0.214286	1	1
0.214286	1	1
0.214286	1	1
0.214286	1	1
0.214286	1	1
0.214286	1	1
0.285714	1	1
0.285714	1	1
0.285714	1	1
0.285714	1	1
0.285714	1	1
0.285714	1	1
0.285714	1	1
0.285714	1	1
0.285714	1	1
0.285714	1	1
0.285714	1	1
0.285714	1	1
0.285714	1	1
0.285714	1	1
0.285714	1	1
0.357143	1	1
0.357143	1	1
0.357143	1	1
0.357143	1	1
0.357143	1	1
0.357143	1	1
0.357143	1	1
0.357143	1	1
0.357143	1	1
0.357143	1	1
0.357143	1	1
0.357143	1	1
0.357143	1	1
0.357143	1	1
0.357143	1	1
0.428571	1	1
0.428571	1	1
0.428571	1	1
0.428571	1	1
0.428571	1	1
0.428571	1	1
0.428571	1	1
0.428571	1	1
0.428571	1	1
0.428571	1	1
0.428571	1	1
0.428571	1	1
0.428571	1	1
0.428571	1	1
0.428571	1	1
0.5	1	1
0.5	1	1
0.5	1	1
0.5	1	1
0.5	1	1
0.5	1	1
0.5	1	1
0.5	1	1
0.5	1	1
0.5	1	1
0.5	1	1
0.5	1	1
0.5	1	1
0.5	1	1
0.5	1	1
0.571429	1	1
0.571429	1	1
0.571429	1	1
0.571429	1	1
0.571429	1	1
0.571429	1	1
0.571429	1	1
0.571429	1	1
0.571429	1	1
0.571429	1	1
0.571429	1	1
0.571429	1	1
0.571429	1	1
0.571429	1	1
0.571429	1	1
0.642857	1	1
0.642857	1	1
0.642857	1	1
0.642857	1	1
0.642857	1	1
0.642857	1	1
0.642857	1	1
0.642857	1	1
0.642857	1	1
0.642857	1	1
0.642857	1	1
0.642857	1	1
0.642857	1	1
0.642857	1	1
0.642857	1	1
0.714286	1	1
0.714286	1	1
0.714286	1	1
0.714286	1	1
0.714286	1	1
0.714286	1	1
0.714286	1	1
0.714286	1	1
0.714286	1	1
0.714286	1	1
0.714286	1	1
0.714286	1	1
0.714286	1	1
0.714286	1	1
0.714286	1	1
0.785714	1	1
0.785714	1	1
0.785714	1	1
0.785714	1	1
0.785714	1	1
0.785714	1	1
0.785714	1	1
0.785714	1	1
0.785714	1	1
0.785714	1	1
0.785714	1	1
0.785714	1	1
0.785714	1	1
0.785714	1	1
0.785714	1	1
0.857143	1	1
0.857143	1	1
0.857143	1	1
0.857143	1	1
0.857143	1	1
0.857143	1	1
0.857143	1	1
0.857143	1	1
0.857143	1	1
0.857143	1	1
0.857143	1	1
0.857143	1	1
0.857143	1	1
0.857143	1	1
0.857143	1	1
0.928571	1	1
0.928571	1	1
0.928571	1	1
0.928571	1	1
0.928571	1	1
0.928571	1	1
0.928571	1	1
0.928571	1	1
0.928571	1	1
0.928571	1	1
0.928571	1	1
0.928571	1	1
0.928571	1	1
0.928571	1	1
0.928571	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
